school_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific_islander,student_count_multi,student_count_hawaiian_pacific_islander,student_count_ethnicity_not_available,title_1_eligible,preschool_inclusive,preschool_instructional,significantly_modified,hard_of_hearing,visual_impairments,transportation_bus,transportation_el,transportation_metra,average_act_school,mean_act,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,overall_rating,rating_status,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,open_for_enrollment_date,closed_for_enrollment_date,school_latitude,school_longitude,zip,multisensory,transition,year_start,pct_low_income,pct_special_ed,pct_english_learners,pct_black,pct_hispanic,pct_white,pct_asian,high_risk
610206,TWAIN,Mark Twain Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1064,834,122,190,14,928,111,6,1,0,0.0,4,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"62, 62H",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,Network 10,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.799046,-87.758928,60638.0,Unknown,Unknown,2018.0,78.38345864661655,11.466165413533833,17.857142857142858,1.3157894736842104,87.21804511278195,10.43233082706767,0.5639097744360901,1
400121,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,ES,True,True,True,False,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,597,541,95,259,265,302,12,10,3,0,0.0,4,1.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Red,Unknown,,,66.7,67.2,79.5,78.9,Level 2,NOT APPLICABLE,2018-19,Charter,True,False,False,True,2012-07-01T00:00:00.000,Unknown,42.016476,-87.684406,60645.0,Unknown,Unknown,2018.0,90.61976549413735,15.912897822445563,43.383584589614735,44.388609715242886,50.58626465661642,2.0100502512562812,1.675041876046901,1
609744,NORTHSIDE LEARNING HS,Northside Learning Center High School,HS,True,False,False,False,"9,10,11,12",9-12,233,192,233,81,43,129,44,11,2,0,0.0,4,0.0,0.0,True,Unknown,Unknown,True,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,67.2,0.0,78.9,Inability to Rate,GOOD STANDING,2018-19,Network 14,False,False,False,False,2004-09-01T00:00:00.000,Unknown,41.982973,-87.722386,60659.0,Unknown,Unknown,2018.0,82.40343347639485,100.0,34.763948497854074,18.4549356223176,55.36480686695279,18.88412017167382,4.721030042918455,1
609812,BROWN W,William H Brown Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",218,215,61,10,195,15,6,0,1,0,0.0,0,1.0,0.0,True,Unknown,Unknown,True,Unknown,Unknown,"9, 20","Green, Pink",Unknown,,,59.75,67.2,81.1,78.9,Level 2,PROVISIONAL SUPPORT,2018-19,Network 6,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.882997,-87.670682,60612.0,Unknown,Unknown,2018.0,98.62385321100918,27.981651376146786,4.587155963302752,89.44954128440367,6.8807339449541285,2.7522935779816518,0.0,1
610098,NOBEL,Alfred Nobel Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",701,654,81,290,80,613,5,0,2,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"53, 65, 72",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,ISP,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.906155,-87.729955,60651.0,Unknown,Unknown,2018.0,93.29529243937232,11.554921540656206,41.36947218259629,11.412268188302425,87.44650499286733,0.7132667617689016,0.0,1
610127,PETERSON,Mary Gage Peterson Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",912,627,115,335,56,358,259,194,5,0,0.0,28,3.0,9.0,True,Y,Unknown,Unknown,Unknown,Unknown,82,Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 1,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.981557,-87.712583,60625.0,Unknown,Unknown,2018.0,68.75,12.609649122807017,36.73245614035088,6.140350877192982,39.25438596491228,28.399122807017545,21.271929824561404,1
609754,CHICAGO MILITARY HS,Chicago Military Academy High School,HS,True,False,False,False,"9,10,11,12",9-12,302,262,25,21,190,103,4,1,0,0,0.0,3,0.0,1.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"1, 3, 4, 35","Green, Red",Rock Island District (RI),,,70.3,67.2,89.8,78.9,Level 2+,GOOD STANDING,2018-19,Network 17,True,False,False,True,2004-09-01T00:00:00.000,Unknown,41.830555,-87.619216,60653.0,Unknown,Unknown,2018.0,86.75496688741721,8.27814569536424,6.95364238410596,62.913907284768214,34.105960264900666,1.3245033112582782,0.33112582781456956,0
610504,THOMAS,Velma F Thomas Early Childhood Center,ES,False,False,False,True,PK,PK,155,103,57,102,0,123,12,15,0,0,0.0,5,0.0,0.0,False,Y,Y,Unknown,Unknown,Unknown,"35, 39, 50, 62",Orange,Unknown,,,59.75,67.2,81.1,78.9,Inability to Rate,GOOD STANDING,2018-19,ISP,False,False,False,False,2007-07-01T00:00:00.000,Unknown,41.827775,-87.677542,60609.0,Unknown,Unknown,2018.0,66.45161290322581,36.774193548387096,65.80645161290323,0.0,79.35483870967742,7.741935483870968,9.67741935483871,1
609808,HALEY,Alex Haley Elementary Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",522,507,72,4,499,21,0,0,0,0,0.0,1,1.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"8A, 108, 111",Red,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 13,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.68666,-87.633632,60628.0,Unknown,Unknown,2018.0,97.12643678160919,13.793103448275861,0.7662835249042145,95.59386973180077,4.022988505747127,0.0,0.0,1
609963,HAMILTON,Alexander Hamilton Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",495,56,58,19,20,64,363,18,0,0,0.0,28,0.0,2.0,False,Unknown,Unknown,Unknown,Unknown,Unknown,"9, 152, 11",Brown,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,Network 4,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.94522,-87.670865,60657.0,Unknown,Unknown,2018.0,11.313131313131313,11.717171717171718,3.8383838383838382,4.040404040404041,12.929292929292929,73.33333333333333,3.6363636363636362,1
609769,GRAHAM HS,Ray Graham Training Center High School,HS,True,False,False,False,"9,10,11,12",9-12,151,142,151,51,74,62,6,7,0,0,0.0,2,0.0,0.0,True,Unknown,Unknown,True,Unknown,Unknown,Unknown,"Green, Red",Unknown,,,10.7,67.2,81.1,78.9,Inability to Rate,GOOD STANDING,2018-19,Network 14,False,False,False,False,2004-09-01T00:00:00.000,Unknown,41.849675,-87.625315,60616.0,Unknown,Unknown,2018.0,94.03973509933775,100.0,33.77483443708609,49.00662251655629,41.05960264900662,3.9735099337748347,4.635761589403973,1
610547,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,HS,True,False,False,False,"9,10,11,12",9-12,581,478,49,4,562,13,0,1,0,0,0.0,5,0.0,0.0,True,Unknown,Unknown,True,Unknown,Unknown,"J14, 15, 75",Red,Unknown,,,85.7,67.2,94.5,78.9,Level 2+,GOOD STANDING,2018-19,Network 17,True,False,False,True,2011-07-01T00:00:00.000,Unknown,41.758792,-87.576353,60649.0,Unknown,Unknown,2018.0,82.27194492254733,8.433734939759036,0.6884681583476765,96.72977624784855,2.2375215146299485,0.0,0.17211703958691912,0
609933,GALE,Stephen F Gale Elementary Community Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",262,243,58,69,178,52,15,9,0,0,0.0,7,0.0,1.0,True,Unknown,Unknown,True,Unknown,Unknown,147,"Purple, Red, Yellow",Unknown,,,59.75,67.2,81.1,78.9,Level 3,INTENSIVE SUPPORT,2018-19,Network 2,True,False,True,False,2004-09-01T00:00:00.000,Unknown,42.021091,-87.671939,60626.0,Unknown,Unknown,2018.0,92.74809160305344,22.137404580152673,26.33587786259542,67.93893129770993,19.84732824427481,5.7251908396946565,3.435114503816794,1
400156,NOBLE - BUTLER HS,Noble - Butler College Prep,HS,True,False,False,False,"9,10,11,12",9-12,622,564,129,13,580,35,1,0,0,0,0.0,3,1.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"106, 103, 115",Red,Metra Electric District (ME),,,85.6,67.2,78.8,78.9,Level 2+,NOT APPLICABLE,2018-19,Charter,True,False,False,True,2013-07-01T00:00:00.000,Unknown,41.706667,-87.602573,60628.0,Unknown,Unknown,2018.0,90.67524115755627,20.739549839228296,2.090032154340836,93.2475884244373,5.627009646302251,0.1607717041800643,0.0,1
610544,AZUELA,Mariano Azuela Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",873,732,95,288,7,848,7,2,6,0,0.0,2,0.0,1.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,ISP,True,False,True,False,2010-07-01T00:00:00.000,Unknown,41.771079,-87.73992,60629.0,Unknown,Unknown,2018.0,83.8487972508591,10.882016036655212,32.98969072164948,0.8018327605956471,97.13631156930126,0.8018327605956471,0.22909507445589922,1
610077,MORRILL,Donald Morrill Math & Science Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",608,593,70,241,207,395,5,0,1,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"49, 59, 94",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 2+,PROVISIONAL SUPPORT,2018-19,Network 10,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.784313,-87.688549,60629.0,Unknown,Unknown,2018.0,97.5328947368421,11.513157894736842,39.63815789473684,34.04605263157895,64.9671052631579,0.8223684210526315,0.0,1
609870,CORKERY,Daniel J Corkery Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",438,406,65,212,47,382,5,0,1,0,0.0,0,2.0,1.0,True,Unknown,Unknown,True,Unknown,Unknown,"53, 60",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,ISP,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.845602,-87.731193,60623.0,Unknown,Unknown,2018.0,92.69406392694064,14.840182648401825,48.401826484018265,10.730593607305936,87.21461187214612,1.141552511415525,0.0,1
609777,ARMOUR,Phillip D Armour Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",248,225,37,67,10,188,26,16,1,0,0.0,7,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Orange,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 6,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.833854,-87.650653,60608.0,Unknown,Unknown,2018.0,90.7258064516129,14.919354838709678,27.016129032258064,4.032258064516129,75.80645161290323,10.483870967741936,6.451612903225806,1
609842,CARSON,Rachel Carson Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",969,915,75,599,24,941,2,0,2,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"49, 55",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,ISP,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.793272,-87.6878,60629.0,Unknown,Unknown,2018.0,94.42724458204334,7.739938080495357,61.81630546955624,2.476780185758514,97.11042311661507,0.20639834881320948,0.0,1
610017,SAUCEDO,Maria Saucedo Elementary Scholastic Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1002,920,137,402,35,953,7,1,3,0,0.0,2,0.0,1.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"60, 94",Pink,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 7,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.847941,-87.697316,60623.0,Unknown,Unknown,2018.0,91.81636726546905,13.672654690618764,40.119760479041915,3.493013972055888,95.10978043912176,0.6986027944111777,0.09980039920159679,1
400086,URBAN PREP - ENGLEWOOD HS,Urban Prep Academy for Young Men - Englewood,HS,True,False,False,False,"9,10,11,12",9-12,227,187,61,0,227,0,0,0,0,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"3, 4, 8, 9, 24, 44, 63","Green, Red",Unknown,,,70.8,67.2,81.4,78.9,Level 2,NOT APPLICABLE,2018-19,Charter,True,False,False,True,2006-09-01T00:00:00.000,Unknown,41.781498,-87.634357,60621.0,Unknown,Unknown,2018.0,82.37885462555066,26.87224669603524,0.0,100.0,0.0,0.0,0.0,0
610563,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,True,False,False,False,"9,10,11,12",9-12,1067,996,76,135,32,985,11,32,7,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"47, 48, 49",Orange,Unknown,,,84.0,67.2,97.3,78.9,Level 1,GOOD STANDING,2018-19,ISP,True,False,False,True,2013-07-01T00:00:00.000,Unknown,41.808413,-87.677541,60609.0,Unknown,Unknown,2018.0,93.34582942830365,7.1227741330834125,12.652296157450795,2.999062792877226,92.3149015932521,1.0309278350515463,2.999062792877226,0
609907,ERICSON,Leif Ericson Elementary Scholastic Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",487,454,46,2,480,5,1,0,0,0,0.0,0,0.0,1.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"7, 82, 126","Blue, Green",Unknown,,,59.75,67.2,81.1,78.9,Level 2+,GOOD STANDING,2018-19,Network 5,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.875744,-87.715804,60624.0,Unknown,Unknown,2018.0,93.22381930184805,9.44558521560575,0.41067761806981523,98.56262833675564,1.0266940451745379,0.20533880903490762,0.0,1
610003,CUFFE,Paul Cuffe Math-Science Technology Academy ES,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",298,272,59,0,294,4,0,0,0,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"9, 44",Red,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 11,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.742452,-87.653633,60620.0,Unknown,Unknown,2018.0,91.2751677852349,19.798657718120804,0.0,98.65771812080537,1.342281879194631,0.0,0.0,1
400068,PLATO,Plato Learning Academy,ES,False,True,True,False,"K,1,2,3,4,5,6,7,8",K-8,226,225,22,0,224,2,0,0,0,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Green,Unknown,,,59.75,67.2,81.1,78.9,Level 2+,PROVISIONAL SUPPORT,2018-19,Contract,False,False,False,False,2008-07-01T00:00:00.000,Unknown,41.87276,-87.763337,60644.0,Unknown,Unknown,2018.0,99.5575221238938,9.734513274336283,0.0,99.11504424778761,0.8849557522123894,0.0,0.0,1
609879,DAWES,Charles Gates Dawes Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1041,1016,188,280,158,864,13,0,2,0,0.0,3,1.0,0.0,True,Y,Unknown,True,Unknown,Unknown,"53A, 79",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 10,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.745078,-87.717353,60652.0,Unknown,Unknown,2018.0,97.59846301633046,18.059558117195003,26.89721421709894,15.177713736791546,82.9971181556196,1.248799231508165,0.0,1
609749,NORTHSIDE PREP HS,Northside College Preparatory High School,HS,True,False,False,False,"9,10,11,12",9-12,1077,460,52,7,72,319,340,214,4,0,7.0,42,5.0,74.0,False,Unknown,Unknown,True,Unknown,Unknown,"82, 92",Unknown,Unknown,,,93.7,67.2,98.8,78.9,Level 1+,GOOD STANDING,2018-19,ISP,True,False,False,True,2004-09-01T00:00:00.000,Unknown,41.981315,-87.708708,60625.0,Unknown,Unknown,2018.0,42.71123491179202,4.828226555246054,0.6499535747446611,6.685236768802229,29.619312906220983,31.569173630454966,19.87000928505107,0
610392,WORLD LANGUAGE HS,World Language Academy High School,HS,True,False,False,False,"9,10,11,12",9-12,355,334,56,112,15,334,2,0,0,0,0.0,1,0.0,3.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"53, 53A, 82",Pink,BNSF Railway (BNSF),,,79.7,67.2,84.1,78.9,Level 1,GOOD STANDING,2018-19,Network 15,True,False,False,True,2005-09-01T00:00:00.000,Unknown,41.834397,-87.735292,60623.0,Unknown,Unknown,2018.0,94.08450704225352,15.774647887323944,31.549295774647888,4.225352112676056,94.08450704225352,0.5633802816901409,0.0,0
609917,FERNWOOD,Fernwood Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",276,257,30,0,274,2,0,0,0,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"8A, 108",Red,Rock Island District (RI),,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 13,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.711184,-87.640414,60628.0,Unknown,Unknown,2018.0,93.11594202898551,10.869565217391305,0.0,99.27536231884058,0.7246376811594203,0.0,0.0,1
610530,SOUTH SHORE ES,South Shore Fine Arts Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",329,294,85,2,313,13,0,0,1,0,0.0,2,0.0,0.0,True,Unknown,Y,True,Unknown,Unknown,Unknown,Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 2+,GOOD STANDING,2018-19,Network 12,True,False,True,False,2009-07-01T00:00:00.000,Unknown,41.767755,-87.590396,60637.0,Unknown,Unknown,2018.0,89.36170212765957,25.835866261398177,0.60790273556231,95.13677811550151,3.951367781155015,0.0,0.0,1
609748,YORK HS,Consuella B York Alternative HS,HS,True,False,False,False,"9,10,11,12",9-12,139,138,53,6,106,26,3,0,2,0,0.0,2,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,4.0,67.2,1.6,78.9,Inability to Rate,GOOD STANDING,2018-19,Network 16,False,False,False,False,2004-09-01T00:00:00.000,Unknown,41.842533,-87.695261,60608.0,Unknown,Unknown,2018.0,99.28057553956835,38.1294964028777,4.316546762589928,76.2589928057554,18.705035971223023,2.158273381294964,0.0,1
609947,GRAHAM ES,Alexander Graham Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",381,348,50,64,89,180,110,0,1,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"8, 43, 44",Red,Unknown,,,59.75,67.2,81.1,78.9,Level 2+,GOOD STANDING,2018-19,Network 6,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.813304,-87.643344,60609.0,Unknown,Unknown,2018.0,91.33858267716536,13.123359580052494,16.79790026246719,23.35958005249344,47.24409448818898,28.871391076115486,0.0,1
609872,PEREZ,Manuel Perez Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",305,269,44,107,4,285,9,3,0,0,0.0,3,1.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"18, 21, 60",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,Network 7,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.856029,-87.65798,60608.0,Unknown,Unknown,2018.0,88.19672131147541,14.426229508196723,35.08196721311476,1.3114754098360655,93.44262295081968,2.9508196721311477,0.9836065573770493,1
609711,HARPER HS,William Rainey Harper High School,HS,True,False,False,False,"11,12",11-12,46,42,13,1,44,2,0,0,0,0,0.0,0,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"9, 48, 63",Blue,Unknown,,,46.4,67.2,67.7,78.9,Level 2,INTENSIVE SUPPORT,2018-19,Network 16,True,False,False,True,2004-09-01T00:00:00.000,Unknown,41.775124,-87.669089,60636.0,Unknown,Unknown,2018.0,91.30434782608695,28.26086956521739,2.1739130434782608,95.65217391304348,4.3478260869565215,0.0,0.0,1
609796,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1051,449,122,162,17,371,395,181,2,0,0.0,71,13.0,1.0,False,Unknown,Unknown,True,Unknown,Unknown,"56, 56A, 68, 81, 81W, 85, 85A, 88, 91, 92",Blue,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,Network 1,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.972394,-87.757565,60630.0,Unknown,Unknown,2018.0,42.72121788772598,11.607992388201712,15.413891531874405,1.6175071360608944,35.29971455756423,37.58325404376784,17.221693625118935,1
609927,FOSTER PARK,Foster Park Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",362,331,101,6,343,18,0,0,1,0,0.0,0,0.0,0.0,True,Y,Y,True,Unknown,Unknown,"9, 48, 87",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 11,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.738425,-87.668099,60620.0,Unknown,Unknown,2018.0,91.4364640883978,27.900552486187845,1.6574585635359116,94.7513812154696,4.972375690607735,0.0,0.0,1
610009,GALILEO,Galileo Math & Science Scholastic Academy ES,ES,False,True,True,False,"K,1,2,3,4,5,6,7,8",K-8,560,297,69,80,132,336,56,24,0,0,0.0,11,1.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"8, 60, 157",Blue,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 6,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.871255,-87.653366,60607.0,Unknown,Unknown,2018.0,53.035714285714285,12.321428571428573,14.285714285714285,23.57142857142857,60.0,10.0,4.285714285714286,1
610521,DAVIS M,Sir Miles Davis Magnet Elementary Academy,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",204,188,46,9,186,17,0,0,0,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,9,Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 11,True,False,True,False,2008-07-01T00:00:00.000,Unknown,41.771221,-87.66653,60636.0,Unknown,Unknown,2018.0,92.15686274509804,22.54901960784314,4.411764705882353,91.17647058823529,8.333333333333332,0.0,0.0,1
609679,PROSSER HS,Charles Allen Prosser Career Academy High School,HS,True,False,False,False,"9,10,11,12",9-12,1223,1127,137,79,240,947,22,5,7,0,0.0,0,1.0,1.0,True,Unknown,Unknown,True,True,Unknown,"65, 74, 85",Unknown,Milwaukee District West (MD-W),,,76.5,67.2,90.6,78.9,Level 2+,GOOD STANDING,2018-19,Network 15,True,False,False,True,2004-09-01T00:00:00.000,Unknown,41.920059,-87.761048,60639.0,Unknown,Unknown,2018.0,92.15044971381849,11.201962387571546,6.459525756336877,19.623875715453803,77.43254292722813,1.7988552739165986,0.4088307440719542,0
610144,REILLY,Frank W Reilly Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",772,668,129,357,8,730,23,4,4,0,0.0,3,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"56, 77",Blue,Unknown,,,59.75,67.2,81.1,78.9,Level 1,GOOD STANDING,2018-19,Network 4,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.941094,-87.719541,60618.0,Unknown,Unknown,2018.0,86.52849740932642,16.709844559585495,46.24352331606217,1.0362694300518136,94.55958549222798,2.9792746113989637,0.5181347150259068,1
610586,SADLOWSKI,Edward E. Sadlowski Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",646,575,114,212,30,595,18,0,3,0,0.0,0,0.0,0.0,True,Y,Unknown,Unknown,Unknown,Unknown,"30, 26",Unknown,Unknown,,,59.75,67.2,81.1,78.9,Level 1+,GOOD STANDING,2018-19,Network 13,True,False,True,False,2016-07-01T00:00:00.000,Unknown,41.704859,-87.527985,60617.0,Unknown,Unknown,2018.0,89.00928792569658,17.647058823529413,32.81733746130031,4.643962848297214,92.10526315789474,2.786377708978328,0.0,1
609819,BURKE,Edmond Burke Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",302,294,53,4,292,9,0,0,0,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"3, 55",Green,Unknown,,,59.75,67.2,81.1,78.9,Level 2,PROVISIONAL SUPPORT,2018-19,Network 9,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.79676,-87.616141,60615.0,Unknown,Unknown,2018.0,97.35099337748345,17.549668874172188,1.3245033112582782,96.68874172185431,2.980132450331126,0.0,0.0,1
610200,THORP J,James N Thorp Elementary School,ES,False,True,True,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",287,279,90,35,230,48,6,0,0,0,0.0,3,0.0,0.0,True,Unknown,Y,True,Unknown,Unknown,"5, 26, 71, 87",Unknown,Metra Electric District (ME),,,59.75,67.2,81.1,78.9,Level 2+,GOOD STANDING,2018-19,Network 12,True,False,True,False,2004-09-01T00:00:00.000,Unknown,41.733324,-87.54428,60617.0,Unknown,Unknown,2018.0,97.21254355400697,31.3588850174216,12.195121951219512,80.13937282229965,16.72473867595819,2.0905923344947737,0.0,1
610380,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,HS,True,False,False,False,"9,10,11,12",9-12,123,119,16,0,121,1,0,0,0,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"1, 15, 29","Green, Red",Unknown,,,79.3,67.2,92.5,78.9,Level 2,PROVISIONAL SUPPORT,2018-19,Network 17,True,False,False,True,2005-09-01T00:00:00.000,Unknown,41.806118,-87.62503,60615.0,Unknown,Unknown,2018.0,96.7479674796748,13.008130081300814,0.0,98.3739837398374,0.8130081300813009,0.0,0.0,0
400130,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,HS,True,False,False,False,"9,10,11,12",9-12,95,93,30,0,93,0,0,0,1,0,0.0,1,0.0,0.0,True,Unknown,Unknown,Unknown,Unknown,Unknown,"8, 79",Unknown,Unknown,,,22.4,67.2,81.1,78.9,Level 1,NOT APPLICABLE,2018-19,Options,False,False,False,False,2012-07-01T00:00:00.000,Unknown,41.751377,-87.641731,60620.0,Unknown,Unknown,2018.0,97.89473684210527,31.57894736842105,0.0,97.89473684210527,0.0,0.0,0.0,1
